name,url,stars,forks,language,owner,description,pushed_at,created_at,open_issues
PlayIntegrityFix,https://github.com/chiteroman/PlayIntegrityFix,6299,394,C++,chiteroman,Fix Play Integrity (and SafetyNet) verdicts.,2025-03-19T15:59:25Z,2023-10-05T12:46:52Z,70
gemma.cpp,https://github.com/google/gemma.cpp,6288,532,C++,google,"lightweight, standalone C++ inference engine for Google's Gemma models.",2025-03-21T13:33:36Z,2024-02-13T04:36:03Z,6
CnC_Red_Alert,https://github.com/electronicarts/CnC_Red_Alert,5984,1138,C++,electronicarts,Command and Conquer: Red Alert,2025-02-27T16:20:58Z,2024-08-22T01:35:23Z,0
XenonRecomp,https://github.com/hedge-dev/XenonRecomp,5777,364,C++,hedge-dev,A tool for recompiling Xbox 360 games to native executables.,2025-03-21T14:40:59Z,2024-09-07T11:26:54Z,54
blitzar,https://github.com/spaceandtimelabs/blitzar,4995,151,C++,spaceandtimelabs,Zero-knowledge proof acceleration with GPUs for C++ and Rust,2025-03-21T20:25:41Z,2023-06-12T18:27:12Z,0
duix.ai,https://github.com/GuijiAI/duix.ai,4688,700,C++,GuijiAI,,2025-03-18T07:34:07Z,2024-05-16T09:16:41Z,37
NanoKVM,https://github.com/sipeed/NanoKVM,4630,125,C++,sipeed,"Affordable, Multifunctional, Nano RISC-V IP-KVM",2025-03-21T10:46:30Z,2024-07-03T06:00:36Z,197
dlssg-to-fsr3,https://github.com/Nukem9/dlssg-to-fsr3,4627,175,C++,Nukem9,Adds AMD FSR 3 Frame Generation to games by replacing Nvidia DLSS Frame Generation (nvngx_dlssg).,2025-03-16T18:56:26Z,2023-12-15T05:25:15Z,367
stable-diffusion.cpp,https://github.com/leejet/stable-diffusion.cpp,3935,358,C++,leejet,Stable Diffusion and Flux in pure C/C++,2025-03-09T05:10:14Z,2023-08-13T07:36:51Z,228
citra,https://github.com/PabloMK7/citra,3910,669,C++,PabloMK7,A Nintendo 3DS Emulator,2024-10-29T09:10:00Z,2024-03-04T19:49:08Z,110
FluentUI,https://github.com/zhuzichu520/FluentUI,3847,527,C++,zhuzichu520,FluentUI for QML,2025-03-16T11:26:11Z,2023-02-24T10:43:48Z,200
gpu.cpp,https://github.com/AnswerDotAI/gpu.cpp,3844,188,C++,AnswerDotAI,A lightweight library for portable low-level GPU computation using WebGPU. ,2025-03-11T15:07:33Z,2024-05-30T18:35:29Z,9
turbopilot,https://github.com/ravenscroftj/turbopilot,3822,127,C++,ravenscroftj,Turbopilot is an open source large-language-model based code completion engine that runs locally on CPU,2023-09-30T08:16:59Z,2023-04-09T16:46:33Z,18
CnC_Generals_Zero_Hour,https://github.com/electronicarts/CnC_Generals_Zero_Hour,3819,1219,C++,electronicarts,Command and Conquer: Generals - Zero Hour,2025-02-27T17:35:56Z,2024-08-22T01:39:14Z,0
UnleashedRecomp,https://github.com/hedge-dev/UnleashedRecomp,3746,159,C++,hedge-dev,An unofficial PC port of the Xbox 360 version of Sonic Unleashed created through the process of static recompilation.,2025-03-20T22:58:57Z,2024-09-30T07:47:13Z,183
azahar,https://github.com/azahar-emu/azahar,3664,190,C++,azahar-emu,An open-source 3DS emulator project based on Citra.,2025-03-21T20:27:27Z,2024-03-04T21:08:59Z,192
fastllm,https://github.com/ztxz16/fastllm,3443,351,C++,ztxz16,"纯c++的全平台llm加速库，支持python调用，chatglm-6B级模型单卡可达10000+token / s，支持glm, llama, moss基座，手机端流畅运行",2025-03-19T10:18:29Z,2023-05-13T08:32:51Z,234
perforator,https://github.com/yandex/perforator,3085,138,C++,yandex,Perforator is a cluster-wide continuous profiling tool designed for large data centers,2025-03-21T18:06:10Z,2025-01-29T14:20:43Z,15
igl,https://github.com/facebook/igl,3036,180,C++,facebook,"Intermediate Graphics Library (IGL) is a cross-platform library that commands the GPU. It provides a single low-level cross-platform interface on top of various graphics APIs (e.g. OpenGL, Metal and Vulkan).",2025-03-21T17:32:52Z,2023-07-07T15:57:14Z,3
chatglm.cpp,https://github.com/li-plus/chatglm.cpp,2973,335,C++,li-plus,C++ implementation of ChatGLM-6B & ChatGLM2-6B & ChatGLM3 & GLM4(V),2024-07-31T06:12:02Z,2023-05-23T16:30:30Z,158
Descent3,https://github.com/DescentDevelopers/Descent3,2912,265,C++,DescentDevelopers,Descent 3 by Outrage Entertainment,2025-03-16T22:06:33Z,2024-04-16T03:35:45Z,32
Mooncake,https://github.com/kvcache-ai/Mooncake,2886,186,C++,kvcache-ai,"Mooncake is the serving platform for Kimi, a leading LLM service provided by Moonshot AI.",2025-03-20T11:40:42Z,2024-06-25T05:21:05Z,38
blazingmq,https://github.com/bloomberg/blazingmq,2635,144,C++,bloomberg,A modern high-performance open source message queuing system,2025-03-21T19:01:52Z,2023-07-11T22:49:38Z,28
ros_motion_planning,https://github.com/ai-winter/ros_motion_planning,2628,413,C++,ai-winter,"Motion planning and Navigation of AGV/AMR：ROS planner plugin implementation of A*, JPS, D*, LPA*, D* Lite, Theta*, RRT, RRT*, RRT-Connect, Informed RRT*, ACO, PSO, Voronoi, PID, LQR, MPC, DWA, APF, Pure Pursuit etc.",2025-02-16T06:46:50Z,2023-01-12T12:29:55Z,12
DagorEngine,https://github.com/GaijinEntertainment/DagorEngine,2625,300,C++,GaijinEntertainment,Dagor Engine and Tools source code from Gaijin Games KFT,2025-01-23T10:10:00Z,2023-09-16T15:07:56Z,32
Terrain3D,https://github.com/TokisanGames/Terrain3D,2613,154,C++,TokisanGames,"A high performance, editable terrain system for Godot 4.",2025-03-21T18:35:17Z,2023-01-22T12:48:26Z,58
usearch,https://github.com/unum-cloud/usearch,2603,168,C++,unum-cloud,"Fast Open-Source Search & Clustering engine × for Vectors & 🔜 Strings × in C++, C, Python, JavaScript, Rust, Java, Objective-C, Swift, C#, GoLang, and Wolfram 🔍",2025-02-07T21:57:51Z,2023-02-22T09:20:20Z,74
SuGaR,https://github.com/Anttwo/SuGaR,2577,209,C++,Anttwo,[CVPR 2024] Official PyTorch implementation of SuGaR: Surface-Aligned Gaussian Splatting for Efficient 3D Mesh Reconstruction and High-Quality Mesh Rendering,2024-09-24T15:13:31Z,2023-11-27T02:49:09Z,168
cortex.cpp,https://github.com/menloresearch/cortex.cpp,2565,160,C++,menloresearch,Local AI API Platform,2025-03-21T08:35:51Z,2023-09-11T03:56:09Z,167
DWMBlurGlass,https://github.com/Maplespe/DWMBlurGlass,2490,107,C++,Maplespe,"Add custom effect to global system title bar, support win10 and win11.",2025-03-14T01:27:13Z,2024-01-14T16:35:10Z,24
fxsound-app,https://github.com/fxsound2/fxsound-app,2423,202,C++,fxsound2,FxSound application and DSP source code,2025-03-18T17:38:55Z,2023-11-14T09:52:15Z,139
isle,https://github.com/isledecomp/isle,2417,106,C++,isledecomp,A functionally complete decompilation of LEGO Island (1997),2025-03-18T15:33:31Z,2023-04-28T02:15:26Z,25
Apollo,https://github.com/ClassicOldSong/Apollo,2361,42,C++,ClassicOldSong,Sunshine fork - The easiest way to stream with the native resolution of your client device,2025-03-19T16:08:59Z,2024-07-29T13:51:23Z,32
fallout1-ce,https://github.com/alexbatalov/fallout1-ce,2328,150,C++,alexbatalov,Fallout for modern operating systems,2025-01-15T18:47:51Z,2023-02-09T12:33:30Z,84
chdb,https://github.com/chdb-io/chdb,2298,80,C++,chdb-io,chDB is an in-process OLAP SQL Engine 🚀 powered by ClickHouse ,2025-03-10T11:28:46Z,2023-02-25T13:35:14Z,36
strato,https://github.com/strato-emu/strato,2276,284,C++,strato-emu,Run Nintendo Switch homebrew & games on your Android device!,2024-09-02T10:14:53Z,2023-05-09T20:39:18Z,21
OptiScaler,https://github.com/cdozdil/OptiScaler,2111,61,C++,cdozdil,"OptiScaler bridges upscaling/frame gen across GPUs. Supports DLSS2+/XeSS/FSR2+ inputs, replaces native upscalers, enables FSR3 FG on non-FG titles. Supports Nukem mod for DLSSG-to-FSR3 FG.",2025-03-21T10:56:01Z,2023-12-07T10:47:17Z,42
slam_in_autonomous_driving,https://github.com/gaoxiang12/slam_in_autonomous_driving,2105,497,C++,gaoxiang12,《自动驾驶中的SLAM技术》对应开源代码,2025-03-17T03:36:45Z,2023-02-10T05:29:20Z,97
pg_duckdb,https://github.com/duckdb/pg_duckdb,2096,94,C++,duckdb,DuckDB-powered Postgres for high performance apps & analytics.,2025-03-21T15:51:16Z,2024-03-20T15:46:12Z,43
FAST-LIVO2,https://github.com/hku-mars/FAST-LIVO2,2003,270,C++,hku-mars,"FAST-LIVO2: Fast, Direct LiDAR-Inertial-Visual Odometry",2025-03-05T05:40:41Z,2024-04-22T12:49:47Z,113
UMSKT,https://github.com/UMSKT/UMSKT,1989,216,C++,UMSKT,Universal MS Key Toolkit,2025-03-12T17:35:47Z,2023-05-24T02:12:18Z,18
distributed-llama,https://github.com/b4rtaz/distributed-llama,1983,141,C++,b4rtaz,Connect home devices into a powerful cluster to accelerate LLM inference. More devices means faster inference.,2025-03-20T22:34:35Z,2023-12-04T23:36:06Z,29
vmprotect-3.5.1,https://github.com/jmpoep/vmprotect-3.5.1,1953,1257,C++,jmpoep,,2024-05-09T16:30:05Z,2023-12-07T08:49:51Z,3
OnnxStream,https://github.com/vitoplantamura/OnnxStream,1924,89,C++,vitoplantamura,"Lightweight inference library for ONNX files, written in C++. It can run Stable Diffusion XL 1.0 on a RPI Zero 2 (or in 298MB of RAM) but also Mistral 7B on desktops and servers. ARM, x86, WASM, RISC-V supported. Accelerated by XNNPACK.",2025-03-18T05:20:30Z,2023-07-14T00:21:50Z,55
LTESniffer,https://github.com/SysSec-KAIST/LTESniffer,1879,191,C++,SysSec-KAIST, An Open-source LTE Downlink/Uplink Eavesdropper,2024-10-23T16:48:32Z,2023-04-12T06:08:49Z,13
sqlite-vss,https://github.com/asg017/sqlite-vss,1821,69,C++,asg017,"A SQLite extension for efficient vector search, based on Faiss!",2024-05-05T20:00:16Z,2023-01-03T23:27:31Z,74
EvilAppleJuice-ESP32,https://github.com/ckcr4lyf/EvilAppleJuice-ESP32,1820,198,C++,ckcr4lyf,Spam Apple Proximity Messages via an ESP32,2024-12-22T05:59:43Z,2023-09-12T13:30:05Z,4
MaaFramework,https://github.com/MaaXYZ/MaaFramework,1805,213,C++,MaaXYZ,基于图像识别的自动化黑盒测试框架 | An automation black-box testing framework based on image recognition,2025-03-21T05:59:56Z,2023-04-24T14:50:25Z,55
Hell2025,https://github.com/livinamuk/Hell2025,1741,77,C++,livinamuk,,2025-03-20T04:39:36Z,2023-09-03T12:40:48Z,4
proton,https://github.com/timeplus-io/proton,1712,77,C++,timeplus-io,"High-performance, low-footprint SQL database written in C++. Process millions of rows per second from Kafka, Pulsar, or ClickHouse, and seamlessly write results back. Supports powerful features like JOIN, CDC, UPSERT, and LOOKUP, enabling real-time analytics and ETL at scale.",2025-03-18T08:16:12Z,2023-08-14T03:11:43Z,145
awtrix3,https://github.com/Blueforcer/awtrix3,1705,134,C++,Blueforcer,Custom firmware for the Ulanzi Smart Pixel clock or self made awtrix. Getting started is easy as 1-2-3,2025-01-14T13:10:06Z,2023-03-17T21:10:14Z,53
NeuralNote,https://github.com/DamRsn/NeuralNote,1701,92,C++,DamRsn,Audio Plugin for Audio to MIDI transcription using deep learning.,2025-01-16T10:00:44Z,2023-03-03T11:36:02Z,9
glomap,https://github.com/colmap/glomap,1681,119,C++,colmap,GLOMAP - Global Structured-from-Motion Revisited,2025-03-20T16:07:56Z,2024-05-29T14:56:44Z,54
scuda,https://github.com/kevmo314/scuda,1678,62,C++,kevmo314,SCUDA is a GPU over IP bridge allowing GPUs on remote machines to be attached to CPU-only machines.,2025-03-10T03:04:54Z,2024-08-28T04:02:43Z,11
dm,https://github.com/DiscordMessenger/dm,1676,27,C++,DiscordMessenger,Discord Messenger is a free Discord-compatible messaging client that works on almost 30 years of Windows.,2025-03-17T20:09:34Z,2024-04-21T17:05:02Z,32
millennium,https://github.com/shdwmtr/millennium,1640,35,C++,shdwmtr,Apply themes/skins/customize Steam® after the 2023-04-27 Chromium UI update,2025-03-21T19:43:39Z,2023-04-30T18:06:18Z,18
breeze-shell,https://github.com/std-microblock/breeze-shell,1610,27,C++,std-microblock,"An alternative Windows context menu, and more.",2025-03-21T10:08:03Z,2024-12-31T05:59:25Z,27
CnC_Tiberian_Dawn,https://github.com/electronicarts/CnC_Tiberian_Dawn,1593,548,C++,electronicarts,Command and Conquer Tiberian Dawn,2025-02-27T15:00:29Z,2024-08-22T01:33:57Z,0
limboai,https://github.com/limbonaut/limboai,1582,70,C++,limbonaut,LimboAI - Behavior Trees and State Machines for Godot 4,2025-03-15T12:29:25Z,2023-07-26T13:39:03Z,38
mnn-llm,https://github.com/wangzhaode/mnn-llm,1568,173,C++,wangzhaode,llm deploy project based mnn. This project has merged into MNN.,2025-01-20T12:22:23Z,2023-03-17T10:26:09Z,0
agibot_x1_infer,https://github.com/AgibotTech/agibot_x1_infer,1565,475,C++,AgibotTech,The inference module for AgiBot X1.,2024-11-22T08:12:54Z,2024-10-23T02:36:22Z,9
Zygisk-Assistant,https://github.com/snake-4/Zygisk-Assistant,1559,101,C++,snake-4,"A Zygisk module to hide root for KernelSU, Magisk and APatch, designed to work on Android 5.0 and above.",2025-02-23T00:19:49Z,2024-03-03T18:20:02Z,10
YOLOv8-TensorRT,https://github.com/triple-Mu/YOLOv8-TensorRT,1535,263,C++,triple-Mu,YOLOv8 using TensorRT accelerate !,2025-03-08T10:22:58Z,2023-01-05T13:42:59Z,66
openai-realtime-embedded-sdk,https://github.com/openai/openai-realtime-embedded-sdk,1506,172,C++,openai,Instructions on how to use the Realtime API on Microcontrollers and Embedded Platforms,2025-03-05T16:21:17Z,2024-11-14T20:44:53Z,16
camoufox,https://github.com/daijro/camoufox,1496,124,C++,daijro,🦊 Anti-detect browser,2025-03-15T10:50:59Z,2024-07-26T11:31:27Z,71
rwkv.cpp,https://github.com/RWKV/rwkv.cpp,1489,102,C++,RWKV,INT4/INT5/INT8 and FP16 inference on CPU for RWKV language model,2025-02-20T09:27:55Z,2023-03-30T13:26:47Z,22
OMOTE,https://github.com/CoretechR/OMOTE,1476,141,C++,CoretechR,Open Source Remote Using ESP32 and LVGL,2025-03-13T15:49:57Z,2023-06-18T13:59:23Z,5
CnC_Renegade,https://github.com/electronicarts/CnC_Renegade,1441,541,C++,electronicarts,Command and Conquer: Renegade,2025-03-03T15:50:48Z,2024-08-22T01:38:13Z,0
Easy-Virtual-Display,https://github.com/KtzeAbyss/Easy-Virtual-Display,1421,53,C++,KtzeAbyss,"Effortlessly create virtual displays in Windows, capable of supporting various resolutions and refresh rates, suitable for remote control or graphics card spoofing.在win中轻松创建支持多种分辨率和刷新率的虚拟显示器，可用于远程控制或显卡欺骗。",2024-03-15T08:34:35Z,2023-09-17T09:52:17Z,20
voyager,https://github.com/spotify/voyager,1408,67,C++,spotify,"🛰️ An approximate nearest-neighbor search library for Python and Java with a focus on ease of use, simplicity, and deployability.",2025-03-05T22:09:10Z,2023-04-13T13:07:27Z,15
diy-spacemouse,https://github.com/sb-ocr/diy-spacemouse,1401,188,C++,sb-ocr,A DIY navigation device for Fusion360,2024-05-04T15:31:09Z,2023-06-23T18:05:24Z,11
rpcsx,https://github.com/RPCSX/rpcsx,1385,65,C++,RPCSX,,2024-12-07T13:47:56Z,2023-06-22T23:36:21Z,1
Battery-Emulator,https://github.com/dalathegreat/Battery-Emulator,1379,194,C++,dalathegreat,This revolutionary software enables EV battery packs to be easily reused for stationary storage in combination with solar inverters,2025-03-20T15:34:33Z,2023-02-19T19:21:29Z,85
ElaWidgetTools,https://github.com/Liniyous/ElaWidgetTools,1376,274,C++,Liniyous,Fluent-UI For QT-Widget,2025-03-12T01:59:28Z,2024-06-09T01:23:28Z,0
Vita3K-Android,https://github.com/Vita3K/Vita3K-Android,1369,57,C++,Vita3K,Public releases and CI for the Vita3K Android app,2025-02-22T16:30:58Z,2023-02-12T09:13:56Z,618
aphrodite-engine,https://github.com/aphrodite-engine/aphrodite-engine,1350,149,C++,aphrodite-engine,Large-scale LLM inference engine,2025-03-19T04:31:53Z,2023-06-23T02:34:29Z,74
HsFreezer-Hidden-in-the-snow-,https://github.com/superDMS/HsFreezer-Hidden-in-the-snow-,1348,40,C++,superDMS,雪藏HsFreezer是一款调度计算机资源的进程管理软件 and 游戏暂停冻结软件 and 老板键平替软件 and .....自定义软件),2025-02-27T16:11:41Z,2024-04-16T11:04:25Z,4
blutter,https://github.com/worawit/blutter,1345,199,C++,worawit,Flutter Mobile Application Reverse Engineering Tool,2025-03-13T06:18:17Z,2023-08-22T09:07:46Z,75
reflect-cpp,https://github.com/getml/reflect-cpp,1312,120,C++,getml,"A C++20 library for fast serialization, deserialization and validation using reflection. Supports JSON, Avro, BSON, Cap'n Proto, CBOR, flexbuffers, msgpack, TOML, UBJSON, XML, YAML / msgpack.org[C++20]",2025-03-19T04:14:10Z,2023-09-27T15:08:58Z,34
rt64,https://github.com/rt64/rt64,1301,51,C++,rt64,RT64 is an N64 graphics renderer for playing with enhancements in emulators and native ports.,2025-03-21T03:55:01Z,2024-01-20T14:14:50Z,49
Micro-Wheeled_leg-Robot,https://github.com/MuShibo/Micro-Wheeled_leg-Robot,1296,246,C++,MuShibo,全球最小的桌面级双轮腿机器人！,2024-12-12T12:01:58Z,2024-07-20T10:30:36Z,5
RingQ,https://github.com/T4y1oR/RingQ,1279,129,C++,T4y1oR,一款后渗透免杀工具，助力每一位像我这样的脚本小子快速实现免杀，支持bypass AV/EDR 360 火绒 Windows Defender Shellcode Loader,2025-02-19T05:25:52Z,2024-05-11T09:26:22Z,17
openvino-plugins-ai-audacity,https://github.com/intel/openvino-plugins-ai-audacity,1277,88,C++,intel,"A set of AI-enabled effects, generators, and analyzers for Audacity®.",2025-02-15T21:49:18Z,2023-09-06T21:10:29Z,49
sam.cpp,https://github.com/YavorGIvanov/sam.cpp,1274,57,C++,YavorGIvanov,,2023-10-24T20:49:51Z,2023-08-23T14:26:42Z,11
gpt4all-chat,https://github.com/nomic-ai/gpt4all-chat,1266,155,C++,nomic-ai,gpt4all-j chat,2023-05-10T16:03:02Z,2023-04-13T16:10:22Z,30
ChatWaifu_Mobile,https://github.com/Voine/ChatWaifu_Mobile,1265,139,C++,Voine,移动版二次元 AI 老婆聊天器,2023-06-19T02:59:00Z,2023-02-19T14:28:17Z,14
GaussianEditor,https://github.com/buaacyw/GaussianEditor,1241,60,C++,buaacyw,[CVPR 2024] GaussianEditor: Swift and Controllable 3D Editing with Gaussian Splatting,2024-02-27T11:35:48Z,2023-11-26T17:16:48Z,44
BestEdrOfTheMarket,https://github.com/Xacone/BestEdrOfTheMarket,1212,130,C++,Xacone,AV/EDR Evasion Lab for Training & Learning Purposes,2025-02-17T12:44:56Z,2023-11-12T12:12:56Z,3
tgfx,https://github.com/Tencent/tgfx,1208,83,C++,Tencent,"A lightweight 2D graphics library for rendering texts, geometries, and images with high-performance APIs that work across various platforms.",2025-03-21T11:52:24Z,2023-10-19T03:21:16Z,0
meeting-minutes,https://github.com/Zackriya-Solutions/meeting-minutes,1208,77,C++,Zackriya-Solutions,"A free and open source, self hosted Ai based live meeting note taker and minutes summary generator that can completely run in your Local device (Mac OS and windows OS Support added. Working on adding linux support soon)",2025-03-07T05:26:24Z,2024-12-26T12:52:14Z,14
gpio_viewer,https://github.com/thelastoutpostworkshop/gpio_viewer,1178,120,C++,thelastoutpostworkshop,GPIOViewer Arduino Library to see live GPIO Pins on ESP32 boards,2025-03-12T20:42:30Z,2023-12-07T11:14:06Z,18
pg_mooncake,https://github.com/Mooncake-Labs/pg_mooncake,1178,31,C++,Mooncake-Labs,Postgres-Native Data Warehouse,2025-03-18T06:35:03Z,2024-09-05T04:45:58Z,41
OpenSplat,https://github.com/pierotofy/OpenSplat,1171,108,C++,pierotofy,"Production-grade 3D gaussian splatting with CPU/GPU support for Windows, Mac and Linux 🚀",2025-03-10T00:28:29Z,2024-01-23T21:21:07Z,32
rfhunter,https://github.com/RamboRogers/rfhunter,1166,39,C++,RamboRogers,RFHunter is a device to find hidden Cameras at AirBNBs,2024-10-31T01:40:48Z,2024-10-19T01:53:34Z,0
Fuck_off_EA_App,https://github.com/p0358/Fuck_off_EA_App,1152,30,C++,p0358,Keep using Origin instead of EA App,2025-01-14T12:41:53Z,2023-06-23T22:12:46Z,32
ChromeKatz,https://github.com/Meckazin/ChromeKatz,1138,111,C++,Meckazin,Dump cookies and credentials directly from Chrome/Edge process memory,2024-11-26T12:53:22Z,2023-12-07T22:27:06Z,5
godot-orchestrator,https://github.com/CraterCrash/godot-orchestrator,1124,61,C++,CraterCrash,Orchestrator: Unleashing Creativity with Visual Scripting ,2025-03-17T11:35:28Z,2023-07-14T21:21:43Z,85
workspace,https://github.com/CodingHanYa/workspace,1111,167,C++,CodingHanYa,workspace是基于C++11的轻量级异步执行框架，支持：通用任务异步并发执行、优先级任务调度、自适应动态线程池、高效静态线程池、异常处理机制等。,2024-10-24T08:25:42Z,2023-01-17T15:53:22Z,17
android-keyboard,https://github.com/futo-org/android-keyboard,1095,31,C++,futo-org,Offical FUTO Keyboard Issue Tracker and Source Mirror of https://gitlab.futo.org/keyboard/latinime,2025-03-21T02:13:19Z,2024-05-07T17:45:56Z,496
react-native-filament,https://github.com/margelo/react-native-filament,1087,26,C++,margelo,🐧 A real-time physically based 3D rendering engine for React Native,2025-01-21T19:01:18Z,2024-02-20T17:58:27Z,21
PoolParty,https://github.com/SafeBreach-Labs/PoolParty,1073,144,C++,SafeBreach-Labs,A set of fully-undetectable process injection techniques abusing Windows Thread Pools,2023-12-11T10:52:05Z,2023-05-21T16:13:32Z,1
pystack,https://github.com/bloomberg/pystack,1070,46,C++,bloomberg,🔍 🐍 Like pstack but for Python!,2025-03-17T16:38:15Z,2023-01-26T17:15:57Z,10
FidelityFX-SDK,https://github.com/GPUOpen-LibrariesAndSDKs/FidelityFX-SDK,1064,108,C++,GPUOpen-LibrariesAndSDKs,The main repository for the FidelityFX SDK.,2024-12-12T16:12:16Z,2023-07-10T13:11:58Z,90
TensorRT-YOLO,https://github.com/laugh12321/TensorRT-YOLO,1063,113,C++,laugh12321,🚀 Easier & Faster YOLO Deployment Toolkit for NVIDIA 🛠️,2025-03-12T02:47:58Z,2024-01-28T06:10:50Z,4
The-Simpsons-Hit-and-Run,https://github.com/Svxy/The-Simpsons-Hit-and-Run,1060,91,C++,Svxy,Stolen (and slightly cleaned up) version of The Simpsons: Hit & Run original source code from 2003,2023-08-18T19:06:25Z,2023-05-31T16:22:06Z,3
LeanCopilot,https://github.com/lean-dojo/LeanCopilot,1059,99,C++,lean-dojo,LLMs as Copilots for Theorem Proving in Lean,2025-03-04T02:42:28Z,2023-09-09T01:52:22Z,14
mlx-swift,https://github.com/ml-explore/mlx-swift,1042,80,C++,ml-explore,Swift API for MLX,2025-03-21T18:35:40Z,2023-12-12T19:58:52Z,19
AimRT,https://github.com/AimRT/AimRT,1035,145,C++,AimRT,A high-performance runtime framework for modern robotics.,2025-03-21T13:19:08Z,2024-09-23T08:00:41Z,10
hrtng,https://github.com/KasperskyLab/hrtng,1033,93,C++,KasperskyLab,"IDA Pro plugin with a rich set of features: decryption, deobfuscation, patching, lib code recognition and various pseudocode transformations",2025-03-20T14:47:05Z,2024-08-02T10:12:51Z,0
nitro,https://github.com/mrousavy/nitro,1021,30,C++,mrousavy,"🔥 Insanely fast native C++, Swift or Kotlin modules with a statically compiled binding layer to JSI",2025-03-20T23:50:30Z,2024-06-12T10:21:40Z,10
pygpt4all,https://github.com/nomic-ai/pygpt4all,1020,161,C++,nomic-ai,Official supported Python bindings for llama.cpp + gpt4all,2023-05-12T13:46:55Z,2023-04-03T05:40:28Z,19
RealBlindingEDR,https://github.com/myzxcg/RealBlindingEDR,1017,186,C++,myzxcg,Remove AV/EDR Kernel ObRegisterCallbacks、CmRegisterCallback、MiniFilter Callback、PsSetCreateProcessNotifyRoutine Callback、PsSetCreateThreadNotifyRoutine Callback、PsSetLoadImageNotifyRoutine Callback...,2024-06-21T03:16:55Z,2023-10-28T07:06:53Z,1
nixd,https://github.com/nix-community/nixd,1014,34,C++,nix-community,"Nix language server, based on nix libraries [maintainer=@inclyc,@Aleksanaa] ",2025-03-21T14:44:58Z,2023-05-10T08:41:17Z,44
balancing-cube,https://github.com/willem-pennings/balancing-cube,1011,99,C++,willem-pennings,A cube that balances itself in a corner or edge using reaction wheels,2024-06-22T19:52:42Z,2024-02-10T14:36:35Z,2
