name,url,stars,forks,language,owner,description,pushed_at,created_at,open_issues
quivr,https://github.com/QuivrHQ/quivr,37574,3638,Python,QuivrHQ,"Opiniated RAG for integrating GenAI in your apps 🧠   Focus on your product rather than the RAG. Easy integration in existing products with customisation!  Any LLM: GPT4, Groq, Llama. Any Vectorstore: PGVector, Faiss. Any Files. Anyway you want. ",2025-03-14T15:10:35Z,2023-05-12T23:53:30Z,27
DragGAN,https://github.com/XingangPan/DragGAN,35897,3448,Python,XingangPan,Official Code for DragGAN (SIGGRAPH 2023),2024-05-18T17:51:40Z,2023-05-18T10:08:02Z,144
unsloth,https://github.com/unslothai/unsloth,35432,2718,Python,unslothai,"Finetune Llama 3.3, DeepSeek-R1, Gemma 3 & Reasoning LLMs 2x faster with 70% less memory! 🦥",2025-03-19T15:46:02Z,2023-11-29T16:50:09Z,908
ChatTTS,https://github.com/2noise/ChatTTS,35269,3817,Python,2noise,A generative speech model for daily dialogue.,2025-03-14T03:34:46Z,2024-05-27T18:26:49Z,65
TaskMatrix,https://github.com/chenfei-wu/TaskMatrix,34510,3298,Python,chenfei-wu,,2024-01-06T02:41:20Z,2023-03-02T09:04:28Z,220
crawl4ai,https://github.com/unclecode/crawl4ai,33883,2930,Python,unclecode,"🚀🤖 Crawl4AI: Open-source LLM Friendly Web Crawler & Scraper. Don't be shy, join here: https://discord.gg/mEkkMXFG",2025-03-21T14:50:06Z,2024-05-09T09:48:50Z,76
gpt-pilot,https://github.com/Pythagora-io/gpt-pilot,32504,3301,Python,Pythagora-io,The first real AI developer,2025-03-04T06:26:32Z,2023-08-16T11:56:07Z,233
ControlNet,https://github.com/lllyasviel/ControlNet,31795,2841,Python,lllyasviel,Let us control diffusion models!,2024-02-25T09:49:39Z,2023-02-01T02:43:30Z,426
OpenVoice,https://github.com/myshell-ai/OpenVoice,31429,3176,Python,myshell-ai,Instant voice cloning by MIT and MyShell. Audio foundation model.,2025-01-07T00:02:22Z,2023-11-29T12:17:01Z,224
stanford_alpaca,https://github.com/tatsu-lab/stanford_alpaca,29884,4056,Python,tatsu-lab,"Code and documentation to train Stanford's Alpaca models, and generate the data.",2024-07-17T09:43:05Z,2023-03-10T23:33:09Z,170
aider,https://github.com/Aider-AI/aider,29637,2694,Python,Aider-AI,aider is AI pair programming in your terminal,2025-03-21T20:33:16Z,2023-05-09T18:57:49Z,634
roop,https://github.com/s0md3v/roop,29492,6685,Python,s0md3v,one-click face swap,2024-08-19T12:57:17Z,2023-05-28T14:37:54Z,0
crewAI,https://github.com/crewAIInc/crewAI,28840,3905,Python,crewAIInc,"Framework for orchestrating role-playing, autonomous AI agents. By fostering collaborative intelligence, CrewAI empowers agents to work together seamlessly, tackling complex tasks.",2025-03-21T19:46:58Z,2023-10-27T03:26:59Z,96
MinerU,https://github.com/opendatalab/MinerU,28828,2242,Python,opendatalab,A high-quality tool for convert PDF to Markdown and JSON.一站式开源高质量数据提取工具，将PDF转换成Markdown和JSON格式。,2025-03-21T09:44:44Z,2024-02-29T08:52:34Z,116
llama3,https://github.com/meta-llama/llama3,28538,3333,Python,meta-llama,The official Meta Llama 3 GitHub site,2025-01-26T21:39:06Z,2024-03-15T17:57:00Z,168
GPT_API_free,https://github.com/chatanywhere/GPT_API_free,28379,2071,Python,chatanywhere,Free ChatGPT&DeepSeek API Key，免费ChatGPT&DeepSeek API。免费接入DeepSeek API和GPT4 API，支持 gpt | deepseek | claude | gemini | grok 等排名靠前的常用大模型。,2025-03-17T20:29:27Z,2023-04-23T12:42:08Z,61
Retrieval-based-Voice-Conversion-WebUI,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,28047,3971,Python,RVC-Project,Easily train a good VC model with voice data <= 10 mins!,2024-11-24T15:09:44Z,2023-03-27T09:59:10Z,521
Jobs_Applier_AI_Agent_AIHawk,https://github.com/feder-cr/Jobs_Applier_AI_Agent_AIHawk,27689,4136,Python,feder-cr,"Jobs_Applier_AI_Agent_AIHawk aims to easy job hunt process by automating the job application process. Utilizing artificial intelligence, it enables users to apply for multiple jobs in a tailored way.",2025-03-14T12:01:49Z,2024-08-04T12:15:06Z,35
exo,https://github.com/exo-explore/exo,27000,1642,Python,exo-explore,Run your own AI cluster at home with everyday devices 📱💻 🖥️⌚,2025-03-12T06:24:57Z,2024-06-24T18:36:22Z,321
so-vits-svc,https://github.com/svc-develop-team/so-vits-svc,26753,4942,Python,svc-develop-team,SoftVC VITS Singing Voice Conversion,2023-11-11T13:11:31Z,2023-03-10T09:31:09Z,21
ChatDev,https://github.com/OpenBMB/ChatDev,26510,3362,Python,OpenBMB,Create Customized Software using Natural Language Idea (through LLM-powered Multi-Agent Collaboration),2024-12-30T06:37:25Z,2023-08-28T02:18:13Z,24
mem0,https://github.com/mem0ai/mem0,26486,2509,Python,mem0ai,The Memory layer for AI Agents,2025-03-21T19:39:38Z,2023-06-20T08:58:36Z,221
Open-Sora,https://github.com/hpcaitech/Open-Sora,25659,2464,Python,hpcaitech,Open-Sora: Democratizing Efficient Video Production for All,2025-03-20T03:38:10Z,2024-02-20T03:01:34Z,16
MoneyPrinterTurbo,https://github.com/harry0703/MoneyPrinterTurbo,25622,3733,Python,harry0703,利用AI大模型，一键生成高清短视频 Generate short videos with one click using AI LLM.,2025-02-10T03:08:23Z,2024-03-11T02:57:34Z,113
MiniGPT-4,https://github.com/Vision-CAIR/MiniGPT-4,25616,2925,Python,Vision-CAIR,"Open-sourced codes for MiniGPT-4 and MiniGPT-v2 (https://minigpt-4.github.io, https://minigpt-v2.github.io/)",2024-09-02T09:07:21Z,2023-04-15T22:17:09Z,351
generative-models,https://github.com/Stability-AI/generative-models,25542,2836,Python,Stability-AI,Generative Models by Stability AI,2024-09-04T22:00:56Z,2023-06-22T00:36:35Z,259
docling,https://github.com/docling-project/docling,24898,1471,Python,docling-project,Get your documents ready for gen AI,2025-03-19T15:18:12Z,2024-07-09T07:50:26Z,205
composio,https://github.com/ComposioHQ/composio,24502,4377,Python,ComposioHQ,Composio equip's your AI agents & LLMs with 100+ high-quality integrations via function calling,2025-03-21T15:33:56Z,2024-02-23T13:58:27Z,31
Genesis,https://github.com/Genesis-Embodied-AI/Genesis,24473,2137,Python,Genesis-Embodied-AI,A generative world for general-purpose robotics & embodied AI learning.,2025-03-21T17:53:56Z,2023-10-31T03:33:11Z,173
JARVIS,https://github.com/microsoft/JARVIS,24035,2005,Python,microsoft,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf",2024-09-26T06:43:22Z,2023-03-30T02:57:12Z,79
graphrag,https://github.com/microsoft/graphrag,23752,2379,Python,microsoft,A modular graph-based Retrieval-Augmented Generation (RAG) system,2025-03-21T18:11:17Z,2024-03-27T17:57:52Z,151
storm,https://github.com/stanford-oval/storm,23530,2045,Python,stanford-oval,An LLM-powered knowledge curation system that researches a topic and generates a full-length report with citations.,2025-01-23T07:21:44Z,2024-03-24T16:23:39Z,34
marker,https://github.com/VikParuchuri/marker,23176,1423,Python,VikParuchuri,Convert PDF to markdown + JSON quickly with high accuracy,2025-03-20T20:56:03Z,2023-10-30T20:14:08Z,203
open-r1,https://github.com/huggingface/open-r1,23121,2104,Python,huggingface,Fully open reproduction of DeepSeek-R1,2025-03-21T14:58:41Z,2025-01-24T15:44:11Z,219
dspy,https://github.com/stanfordnlp/dspy,22562,1728,Python,stanfordnlp,DSPy: The framework for programming—not prompting—language models,2025-03-21T18:42:47Z,2023-01-09T21:01:51Z,117
facefusion,https://github.com/facefusion/facefusion,22076,3342,Python,facefusion,Industry leading face manipulation platform,2025-03-13T20:13:54Z,2023-08-17T19:59:55Z,0
LLaVA,https://github.com/haotian-liu/LLaVA,21916,2403,Python,haotian-liu,[NeurIPS'23 Oral] Visual Instruction Tuning (LLaVA) built towards GPT-4V level capabilities and beyond.,2024-08-12T09:52:38Z,2023-04-17T16:13:11Z,1055
kotaemon,https://github.com/Cinnamon/kotaemon,21740,1710,Python,Cinnamon,An open-source RAG-based tool for chatting with your documents.,2025-02-14T14:40:49Z,2024-03-25T08:16:42Z,179
babyagi,https://github.com/yoheinakajima/babyagi,21240,2778,Python,yoheinakajima,,2024-11-06T19:51:38Z,2023-04-03T00:40:27Z,7
chatgpt-retrieval-plugin,https://github.com/openai/chatgpt-retrieval-plugin,21148,3690,Python,openai,The ChatGPT Retrieval Plugin lets you easily find personal or work documents by asking questions in natural language.,2024-07-04T22:00:16Z,2023-03-23T06:06:22Z,167
DeepSeek-Coder,https://github.com/deepseek-ai/DeepSeek-Coder,21086,2369,Python,deepseek-ai,DeepSeek Coder: Let the Code Write Itself,2024-05-21T09:52:58Z,2023-10-20T06:38:01Z,100
MediaCrawler,https://github.com/NanmiCoder/MediaCrawler,20991,6102,Python,NanmiCoder,小红书笔记 | 评论爬虫、抖音视频 | 评论爬虫、快手视频 | 评论爬虫、B 站视频 ｜ 评论爬虫、微博帖子 ｜ 评论爬虫、百度贴吧帖子 ｜ 百度贴吧评论回复爬虫  | 知乎问答文章｜评论爬虫,2025-03-13T07:08:04Z,2023-06-09T12:14:34Z,59
flux,https://github.com/black-forest-labs/flux,20945,1482,Python,black-forest-labs,Official inference repo for FLUX.1 models,2025-02-06T21:48:49Z,2024-08-01T09:04:19Z,155
gpt-researcher,https://github.com/assafelovic/gpt-researcher,20413,2633,Python,assafelovic,LLM based autonomous agent that conducts deep local and web research on any topic and generates a long report with citations.,2025-03-21T12:42:03Z,2023-05-12T10:33:54Z,59
localGPT,https://github.com/PromtEngineer/localGPT,20400,2267,Python,PromtEngineer,Chat with your documents on your local device using GPT models. No data leaves your device and 100% private. ,2025-03-02T02:42:51Z,2023-05-24T05:32:40Z,429
mlc-llm,https://github.com/mlc-ai/mlc-llm,20230,1693,Python,mlc-ai,Universal LLM Deployment Engine with ML Compilation,2025-03-20T23:51:04Z,2023-04-29T01:59:25Z,233
fish-speech,https://github.com/fishaudio/fish-speech,20178,1579,Python,fishaudio,SOTA Open Source TTS,2025-03-20T08:59:55Z,2023-10-10T03:16:51Z,30
awesome-llm-apps,https://github.com/Shubhamsaboo/awesome-llm-apps,20131,2363,Python,Shubhamsaboo,"Collection of awesome LLM apps with AI Agents and RAG using OpenAI, Anthropic, Gemini and opensource models.",2025-03-18T02:21:26Z,2024-04-29T05:30:25Z,3
awesome-free-chatgpt,https://github.com/LiLittleCat/awesome-free-chatgpt,19583,1361,Python,LiLittleCat,"🆓免费的 ChatGPT 镜像网站列表，持续更新。List of free ChatGPT mirror sites, continuously updated. ",2025-03-05T12:56:27Z,2023-03-09T07:37:37Z,45
litellm,https://github.com/BerriAI/litellm,19467,2422,Python,BerriAI,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI, Cohere, Anthropic, Sagemaker, HuggingFace, Replicate, Groq]",2025-03-21T20:16:21Z,2023-07-27T00:09:52Z,1102
swarm,https://github.com/openai/swarm,19390,2068,Python,openai,"Educational framework exploring ergonomic, lightweight multi-agent orchestration. Managed by OpenAI Solution team.",2025-03-11T17:27:22Z,2024-02-22T20:53:54Z,6
PDFMathTranslate,https://github.com/Byaidu/PDFMathTranslate,19101,1586,Python,Byaidu,PDF scientific paper translation with preserved formats - 基于 AI 完整保留排版的 PDF 文档全文双语翻译，支持 Google/DeepL/Ollama/OpenAI 等服务，提供 CLI/GUI/Docker/Zotero,2025-03-21T05:27:58Z,2024-09-06T06:56:03Z,134
devika,https://github.com/stitionai/devika,19072,2506,Python,stitionai,"Devika is an Agentic AI Software Engineer that can understand high-level human instructions, break them down into steps, research relevant information, and write code to achieve the given objective. Devika aims to be a competitive open-source alternative to Devin by Cognition AI. [⚠️ DEVIKA DOES NOT HAVE AN OFFICIAL WEBSITE ⚠️]",2024-09-19T16:11:25Z,2024-03-21T03:03:21Z,136
MiniCPM-o,https://github.com/OpenBMB/MiniCPM-o,19026,1373,Python,OpenBMB,"MiniCPM-o 2.6: A GPT-4o Level MLLM for Vision, Speech and Multimodal Live Streaming on Your Phone",2025-03-03T11:54:55Z,2024-01-29T05:30:33Z,50
ha_xiaomi_home,https://github.com/XiaoMi/ha_xiaomi_home,18992,951,Python,XiaoMi,Xiaomi Home Integration for Home Assistant,2025-03-21T01:54:32Z,2024-09-09T02:14:48Z,114
ChatPaper,https://github.com/kaixindelele/ChatPaper,18804,1950,Python,kaixindelele,Use ChatGPT to summarize the arXiv papers. 全流程加速科研，利用chatgpt进行论文全文总结+专业翻译+润色+审稿+审稿回复,2024-04-04T02:45:02Z,2023-03-08T14:53:43Z,68
Chinese-LLaMA-Alpaca,https://github.com/ymcui/Chinese-LLaMA-Alpaca,18758,1890,Python,ymcui,中文LLaMA&Alpaca大语言模型+本地CPU/GPU训练部署 (Chinese LLaMA & Alpaca LLMs),2024-04-30T04:28:38Z,2023-03-15T11:09:39Z,1
Scrapegraph-ai,https://github.com/ScrapeGraphAI/Scrapegraph-ai,18735,1588,Python,ScrapeGraphAI,Python scraper based on AI,2025-03-21T08:26:19Z,2024-01-27T16:54:38Z,26
ai-hedge-fund,https://github.com/virattt/ai-hedge-fund,18648,3351,Python,virattt,An AI Hedge Fund Team,2025-03-21T16:59:55Z,2024-11-29T16:30:01Z,51
pandas-ai,https://github.com/sinaptik-ai/pandas-ai,18390,1713,Python,sinaptik-ai,"Chat with your database or your datalake (SQL, CSV, parquet). PandasAI makes data analysis conversational using LLMs and RAG.",2025-03-21T11:25:32Z,2023-04-22T12:58:01Z,21
Qwen,https://github.com/QwenLM/Qwen,17548,1448,Python,QwenLM,The official repo of Qwen (通义千问) chat & pretrained large language model proposed by Alibaba Cloud.,2025-02-25T15:27:19Z,2023-08-03T04:56:38Z,17
sd-webui-controlnet,https://github.com/Mikubill/sd-webui-controlnet,17459,2002,Python,Mikubill,WebUI extension for ControlNet,2024-08-12T13:06:00Z,2023-02-12T16:26:27Z,141
surya,https://github.com/VikParuchuri/surya,16906,1104,Python,VikParuchuri,"OCR, layout analysis, reading order, table recognition in 90+ languages",2025-03-20T14:44:19Z,2024-01-10T05:17:42Z,113
Janus,https://github.com/deepseek-ai/Janus,16813,2202,Python,deepseek-ai,Janus-Series: Unified Multimodal Understanding and Generation Models,2025-02-01T07:58:29Z,2024-10-18T03:48:16Z,138
minimind,https://github.com/jingyaogong/minimind,16661,1845,Python,jingyaogong,🚀🚀 「大模型」2小时完全从0训练26M的小参数GPT！🌏 Train a 26M-parameter GPT from scratch in just 2h!,2025-02-23T12:07:37Z,2024-07-27T04:34:12Z,60
codellama,https://github.com/meta-llama/codellama,16245,1902,Python,meta-llama,Inference code for CodeLlama models,2024-08-12T12:49:54Z,2023-08-24T14:25:15Z,109
gaussian-splatting,https://github.com/graphdeco-inria/gaussian-splatting,16156,2198,Python,graphdeco-inria,"Original reference implementation of ""3D Gaussian Splatting for Real-Time Radiance Field Rendering""",2024-10-30T13:58:31Z,2023-07-04T07:51:38Z,580
SuperAGI,https://github.com/TransformerOptimus/SuperAGI,16100,1938,Python,TransformerOptimus,"<⚡️> SuperAGI - A dev-first open source autonomous AI agent framework. Enabling developers to build, manage & run useful autonomous agents quickly and reliably.",2025-01-22T22:14:07Z,2023-05-13T08:55:24Z,139
evals,https://github.com/openai/evals,15753,2675,Python,openai,"Evals is a framework for evaluating LLMs and LLM systems, and an open-source registry of benchmarks.",2024-12-18T22:09:47Z,2023-01-23T20:51:04Z,96
ChatGLM2-6B,https://github.com/THUDM/ChatGLM2-6B,15747,1853,Python,THUDM,ChatGLM2-6B: An Open Bilingual Chat LLM | 开源双语对话语言模型,2024-06-27T04:05:08Z,2023-06-24T06:21:34Z,429
RagaAI-Catalyst,https://github.com/raga-ai-hub/RagaAI-Catalyst,15705,3820,Python,raga-ai-hub,"Python SDK for Agent AI Observability, Monitoring and Evaluation Framework. Includes features like agent, llm and tools tracing, debugging multi-agentic system, self-hosted dashboard and advanced analytics with timeline and execution graph view ",2025-03-21T16:45:34Z,2024-08-26T12:13:15Z,4
DB-GPT,https://github.com/eosphoros-ai/DB-GPT,15679,2124,Python,eosphoros-ai,AI Native Data App Development framework with AWEL(Agentic Workflow Expression Language) and Agents,2025-03-21T15:05:35Z,2023-04-13T14:52:43Z,285
letta,https://github.com/letta-ai/letta,15447,1610,Python,letta-ai,"Letta (formerly MemGPT) is the stateful agents framework with memory, reasoning, and context management.",2025-03-20T18:13:34Z,2023-10-11T07:38:37Z,23
smolagents,https://github.com/huggingface/smolagents,15420,1356,Python,huggingface,🤗 smolagents: a barebones library for agents. Agents write python code to call tools and orchestrate other agents.,2025-03-21T15:00:42Z,2024-12-05T11:28:04Z,105
ChuanhuChatGPT,https://github.com/GaiZhenbiao/ChuanhuChatGPT,15395,2291,Python,GaiZhenbiao,"GUI for ChatGPT API and many LLMs. Supports agents, file-based QA, GPT finetuning and query with web search. All with a neat UI.",2025-03-13T09:36:38Z,2023-03-02T13:37:13Z,122
HivisionIDPhotos,https://github.com/Zeyi-Lin/HivisionIDPhotos,15222,1612,Python,Zeyi-Lin,⚡️HivisionIDPhotos: a lightweight and efficient AI ID photos tools. 一个轻量级的AI证件照制作算法。,2025-02-21T03:05:29Z,2023-06-18T20:17:56Z,67
SWE-agent,https://github.com/SWE-agent/SWE-agent,15052,1523,Python,SWE-agent,"SWE-agent takes a GitHub issue and tries to automatically fix it, using GPT-4, or your LM of choice. It can also be employed for offensive cybersecurity or competitive coding challenges. [NeurIPS 2024] ",2025-03-21T00:17:37Z,2024-04-02T04:09:47Z,29
faster-whisper,https://github.com/SYSTRAN/faster-whisper,14932,1256,Python,SYSTRAN,Faster Whisper transcription with CTranslate2,2025-03-20T14:20:27Z,2023-02-11T09:17:27Z,232
MaxKB,https://github.com/1Panel-dev/MaxKB,14875,1973,Python,1Panel-dev,"💬 Ready-to-use & flexible RAG Chatbot, supporting mainstream large language models (LLMs) such as DeepSeek-R1, Llama 3.3, Qwen2, OpenAI and more.",2025-03-21T14:47:04Z,2023-09-14T02:05:12Z,129
Llama-Chinese,https://github.com/LlamaFamily/Llama-Chinese,14497,1297,Python,LlamaFamily,Llama中文社区，Llama3在线体验和微调模型已开放，实时汇总最新Llama3学习资料，已将所有代码更新适配Llama3，构建最好的中文Llama大模型，完全开源可商用,2024-09-05T13:50:43Z,2023-07-19T04:45:23Z,196
pygwalker,https://github.com/Kanaries/pygwalker,14459,772,Python,Kanaries,PyGWalker: Turn your pandas dataframe into an interactive UI for visual analysis,2025-03-05T08:46:47Z,2023-02-16T05:17:24Z,58
LivePortrait,https://github.com/KwaiVGI/LivePortrait,14386,1553,Python,KwaiVGI,Bring portraits to life!,2025-02-28T13:56:41Z,2024-07-03T16:15:03Z,246
iptv-api,https://github.com/Guovin/iptv-api,14360,3953,Python,Guovin,📺IPTV电视直播源更新项目『✨秒播级体验🚀』：支持IPv4/IPv6；支持自定义频道；支持本地源、组播源、酒店源、订阅源、关键字搜索；每天自动更新两次，结果可用于TVBox等播放软件；支持工作流、Docker(amd64/arm64/arm v7)、命令行、GUI运行方式 | IPTV live TV source update project,2025-03-21T10:29:05Z,2024-02-04T11:22:59Z,0
vanna,https://github.com/vanna-ai/vanna,14359,1277,Python,vanna-ai,🤖 Chat with your SQL database 📊. Accurate Text-to-SQL Generation via LLMs using RAG 🔄.,2025-02-08T17:30:27Z,2023-05-13T17:26:28Z,142
mamba,https://github.com/state-spaces/mamba,14325,1243,Python,state-spaces,Mamba SSM architecture,2025-01-18T04:25:57Z,2023-12-01T01:17:39Z,420
ChatGLM3,https://github.com/THUDM/ChatGLM3,13658,1600,Python,THUDM,ChatGLM3 series: Open Bilingual Chat LLMs | 开源双语对话语言模型,2025-01-13T06:55:26Z,2023-10-26T06:22:47Z,28
owl,https://github.com/camel-ai/owl,13309,1520,Python,camel-ai,🦉 OWL: Optimized Workforce Learning for General Multi-Agent Assistance in Real-World Task Automation,2025-03-21T11:01:31Z,2025-03-03T15:42:51Z,18
ktransformers,https://github.com/kvcache-ai/ktransformers,13028,881,Python,kvcache-ai,A Flexible Framework for Experiencing Cutting-edge LLM Inference Optimizations,2025-03-20T10:49:35Z,2024-07-26T07:18:28Z,430
LightRAG,https://github.com/HKUDS/LightRAG,12987,1840,Python,HKUDS,"""LightRAG: Simple and Fast Retrieval-Augmented Generation""",2025-03-21T19:44:21Z,2024-10-02T11:57:54Z,137
QAnything,https://github.com/netease-youdao/QAnything,12872,1246,Python,netease-youdao,Question and Answer based on Anything.,2025-03-12T11:49:07Z,2024-01-03T03:24:18Z,370
skyvern,https://github.com/Skyvern-AI/skyvern,12704,958,Python,Skyvern-AI,Automate browser-based workflows with LLMs and Computer Vision,2025-03-21T19:49:07Z,2024-02-28T15:45:19Z,58
onyx,https://github.com/onyx-dot-app/onyx,12476,1596,Python,onyx-dot-app,Gen-AI Chat for Teams - Think ChatGPT if it had access to your team's unique knowledge.,2025-03-21T20:31:52Z,2023-04-27T06:04:01Z,266
sglang,https://github.com/sgl-project/sglang,12252,1318,Python,sgl-project,SGLang is a fast serving framework for large language models and vision language models.,2025-03-21T20:16:00Z,2024-01-08T04:15:52Z,430
pyvideotrans,https://github.com/jianchang512/pyvideotrans,12243,1358,Python,jianchang512,Translate the video from one language to another and add dubbing.         将视频从一种语言翻译为另一种语言，同时支持语音识别转录、语音合成、字幕翻译。,2025-03-18T10:11:50Z,2023-10-02T16:13:19Z,173
CosyVoice,https://github.com/FunAudioLLM/CosyVoice,12196,1222,Python,FunAudioLLM,"Multi-lingual large voice generation model, providing inference, training and deployment full-stack ability.",2025-03-21T08:18:04Z,2024-07-03T02:59:22Z,576
MOSS,https://github.com/OpenMOSS/MOSS,12032,1144,Python,OpenMOSS,An open-source tool-augmented conversational language model from Fudan University,2024-07-13T14:52:59Z,2023-04-15T14:07:44Z,235
